,Symbol,Name,Score
79187,FSD1,fibronectin type III and SPRY domain containing 1,-1.671
3159,HMGA1,high mobility group AT-hook 1,-1.671
26013,L3MBTL1,l(3)mbt-like 1 (Drosophila),-1.67
51227,PIGP,"phosphatidylinositol glycan anchor biosynthesis, class P",-1.67
5672,PSG4,pregnancy specific beta-1-glycoprotein 4,-1.67
3895,KTN1,kinectin 1 (kinesin receptor),-1.669
57369,GJD2,"gap junction protein, delta 2, 36kDa",-1.667
9931,HELZ,helicase with zinc finger,-1.666
284307,ZIK1,zinc finger protein interacting with K protein 1,-1.666
80222,TARS2,"threonyl-tRNA synthetase 2, mitochondrial (putative)",-1.665
59338,PLEKHA1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",-1.664
101927348,LOC101927348,uncharacterized LOC101927348,-1.664
57621,ZBTB2,zinc finger and BTB domain containing 2,-1.664
9527,GOSR1,golgi SNAP receptor complex member 1,-1.663
9097,USP14,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase),-1.663
11179,ZNF277,zinc finger protein 277,-1.663
9984,THOC1,THO complex 1,-1.661
9868,TOMM70A,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae),-1.661
100134368,LOC100134368,uncharacterized LOC100134368,-1.661
27341,RRP7A,ribosomal RNA processing 7 homolog A (S. cerevisiae),-1.66
51499,TRIAP1,TP53 regulated inhibitor of apoptosis 1,-1.659
23174,ZCCHC14,"zinc finger, CCHC domain containing 14",-1.659
101929724,LOC101929724,uncharacterized LOC101929724,-1.658
2597,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,-1.656
11254,SLC6A14,"solute carrier family 6 (amino acid transporter), member 14",-1.655
9949,AMMECR1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",-1.654
223075,CCDC129,coiled-coil domain containing 129,-1.654
83752,LONP2,"lon peptidase 2, peroxisomal",-1.653
5981,RFC1,"replication factor C (activator 1) 1, 145kDa",-1.653
27244,SESN1,sestrin 1,-1.653
54482,TRMT13,tRNA methyltransferase 13 homolog (S. cerevisiae),-1.653
9382,COG1,component of oligomeric golgi complex 1,-1.652
55323,LARP6,"La ribonucleoprotein domain family, member 6",-1.652
84247,LDOC1L,"leucine zipper, down-regulated in cancer 1-like",-1.652
26135,SERBP1,SERPINE1 mRNA binding protein 1,-1.652
79794,C12orf49,chromosome 12 open reading frame 49,-1.651
114907,FBXO32,F-box protein 32,-1.651
3694,ITGB6,"integrin, beta 6",-1.651
55761,TTC17,tetratricopeptide repeat domain 17,-1.651
6165,RPL35A,ribosomal protein L35a,-1.649
9781,RNF144A,ring finger protein 144A,-1.649
9823,ARMCX2,"armadillo repeat containing, X-linked 2",-1.648
5090,PBX3,pre-B-cell leukemia homeobox 3,-1.646
8631,SKAP1,src kinase associated phosphoprotein 1,-1.646
101928461,LOC101928461,uncharacterized LOC101928461,-1.646
79098,C1orf116,chromosome 1 open reading frame 116,-1.645
65056,GPBP1,GC-rich promoter binding protein 1,-1.645
7067,THRA,"thyroid hormone receptor, alpha",-1.645
79015,LOC79015,uncharacterized LOC79015,-1.645
3352,HTR1D,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled",-1.644
6095,RORA,RAR-related orphan receptor A,-1.644
10009,ZBTB33,zinc finger and BTB domain containing 33,-1.644
5393,EXOSC9,exosome component 9,-1.643
29949,IL19,interleukin 19,-1.643
6730,SRP68,signal recognition particle 68kDa,-1.643
101929241,LOC101929241,uncharacterized LOC101929241,-1.643
64800,EFCAB6,EF-hand calcium binding domain 6,-1.641
3843,IPO5,importin 5,-1.641
51778,MYOZ2,myozenin 2,-1.641
101929151,LOC101929151,uncharacterized LOC101929151,-1.641
283130,SLC25A45,"solute carrier family 25, member 45",-1.64
26003,GORASP2,"golgi reassembly stacking protein 2, 55kDa",-1.639
375323,LHFPL4,lipoma HMGIC fusion partner-like 4,-1.639
1629,DBT,dihydrolipoamide branched chain transacylase E2,-1.638
64787,EPS8L2,EPS8-like 2,-1.637
64172,OSGEPL1,O-sialoglycoprotein endopeptidase-like 1,-1.637
9584,RBM39,RNA binding motif protein 39,-1.637
7188,TRAF5,TNF receptor-associated factor 5,-1.637
7351,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",-1.635
8667,EIF3H,"eukaryotic translation initiation factor 3, subunit H",-1.634
23014,FBXO21,F-box protein 21,-1.634
10737,RFPL3S,RFPL3 antisense,-1.634
10260,DENND4A,DENN/MADD domain containing 4A,-1.632
101929406,LOC101929406,uncharacterized LOC101929406,-1.631
51202,DDX47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,-1.63
9852,EPM2AIP1,EPM2A (laforin) interacting protein 1,-1.63
93377,OPALIN,oligodendrocytic myelin paranodal and inner loop protein,-1.63
219287,AMER2,APC membrane recruitment protein 2,-1.629
3449,IFNA16,"interferon, alpha 16",-1.629
65005,MRPL9,mitochondrial ribosomal protein L9,-1.629
222611,GPR111,G protein-coupled receptor 111,-1.628
10892,MALT1,mucosa associated lymphoid tissue lymphoma translocation gene 1,-1.628
22871,NLGN1,neuroligin 1,-1.628
101060391,LOC101060391,uncharacterized LOC101060391,-1.628
8661,EIF3A,"eukaryotic translation initiation factor 3, subunit A",-1.627
54981,NMRK1,nicotinamide riboside kinase 1,-1.626
100505711,LOC100505711,uncharacterized LOC100505711,-1.626
23107,MRPS27,mitochondrial ribosomal protein S27,-1.625
162962,ZNF836,zinc finger protein 836,-1.625
84985,FAM83A,"family with sequence similarity 83, member A",-1.624
57542,KLHL42,kelch-like family member 42,-1.624
4617,MYF5,myogenic factor 5,-1.624
92344,GORAB,"golgin, RAB6-interacting",-1.623
145820,LINC00924,long intergenic non-protein coding RNA 924,-1.623
117145,THEM4,thioesterase superfamily member 4,-1.622
347,APOD,apolipoprotein D,-1.621
399665,FAM102A,"family with sequence similarity 102, member A",-1.619
3231,HOXD1,homeobox D1,-1.619
100507034,PITRM1-AS1,PITRM1 antisense RNA 1,-1.619
57124,CD248,"CD248 molecule, endosialin",-1.618
885,CCK,cholecystokinin,-1.618
51611,DPH5,diphthamide biosynthesis 5,-1.618
101928491,LOC101928491,uncharacterized LOC101928491,-1.618
121256,TMEM132D,transmembrane protein 132D,-1.617
25821,MTO1,mitochondrial tRNA translation optimization 1,-1.616
125488,TTC39C,tetratricopeptide repeat domain 39C,-1.615
23093,TTLL5,"tubulin tyrosine ligase-like family, member 5",-1.614
56950,SMYD2,SET and MYND domain containing 2,-1.613
101929416,LOC101929416,uncharacterized LOC101929416,-1.613
26610,ELP4,elongator acetyltransferase complex subunit 4,-1.612
6746,SSR2,"signal sequence receptor, beta (translocon-associated protein beta)",-1.612
28660,TRAV23DV6,T cell receptor alpha variable 23/delta variable 6,-1.612
100130275,TFAP2A-AS1,TFAP2A antisense RNA 1,-1.612
7047,TGM4,transglutaminase 4,-1.612
55667,DENND4C,DENN/MADD domain containing 4C,-1.611
101927095,LOC101927095,uncharacterized LOC101927095,-1.611
60494,CCDC81,coiled-coil domain containing 81,-1.61
4753,NELL2,NEL-like 2 (chicken),-1.61
9806,SPOCK2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2",-1.61
1645,AKR1C1,"aldo-keto reductase family 1, member C1",-1.609
64112,MOAP1,modulator of apoptosis 1,-1.609
4591,TRIM37,tripartite motif containing 37,-1.609
196047,EMX2OS,EMX2 opposite strand/antisense RNA,-1.608
387751,GVINP1,"GTPase, very large interferon inducible pseudogene 1",-1.608
51175,TUBE1,"tubulin, epsilon 1",-1.608
114791,TUBGCP5,"tubulin, gamma complex associated protein 5",-1.608
6059,ABCE1,"ATP-binding cassette, sub-family E (OABP), member 1",-1.607
84365,NIFK,nucleolar protein interacting with the FHA domain of MKI67,-1.607
283177,LOC283177,uncharacterized LOC283177,-1.607
9500,MAGED1,"melanoma antigen family D, 1",-1.606
157724,SLC7A13,"solute carrier family 7 (anionic amino acid transporter), member 13",-1.606
10758,TRAF3IP2,TRAF3 interacting protein 2,-1.606
1315,COPB1,"coatomer protein complex, subunit beta 1",-1.604
11218,DDX20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,-1.604
129852,C2orf73,chromosome 2 open reading frame 73,-1.603
84303,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,-1.603
66004,LYNX1,Ly6/neurotoxin 1,-1.603
6332,SCN7A,"sodium channel, voltage-gated, type VII, alpha subunit",-1.603
26022,TMEM98,transmembrane protein 98,-1.603
652968,GATSL3,GATS protein-like 3,-1.602
56983,POGLUT1,protein O-glucosyltransferase 1,-1.601
79658,ARHGAP10,Rho GTPase activating protein 10,-1.601
689,BTF3,basic transcription factor 3,-1.6
636,BICD1,bicaudal D homolog 1 (Drosophila),-1.599
9440,MED17,mediator complex subunit 17,-1.599
5717,PSMD11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",-1.599
6160,RPL31,ribosomal protein L31,-1.599
101927884,LOC101927884,uncharacterized LOC101927884,-1.599
54882,ANKHD1,ankyrin repeat and KH domain containing 1,-1.598
4869,NPM1,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",-1.598
28584,TRBV10-2,T cell receptor beta variable 10-2,-1.598
284071,C17orf104,chromosome 17 open reading frame 104,-1.597
9925,ZBTB5,zinc finger and BTB domain containing 5,-1.597
26061,HACL1,2-hydroxyacyl-CoA lyase 1,-1.596
55449,DHRS4-AS1,DHRS4 antisense RNA 1,-1.596
92105,INTS4,integrator complex subunit 4,-1.596
6519,SLC3A1,"solute carrier family 3 (amino acid transporter heavy chain), member 1",-1.596
8322,FZD4,frizzled family receptor 4,-1.595
100132386,KRTAP4-9,keratin associated protein 4-9,-1.594
10076,PTPRU,"protein tyrosine phosphatase, receptor type, U",-1.592
91272,BOD1,biorientation of chromosomes in cell division 1,-1.591
3131,HLF,hepatic leukemia factor,-1.591
55622,TTC27,tetratricopeptide repeat domain 27,-1.591
783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",-1.59
4300,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",-1.59
6932,TCF7,"transcription factor 7 (T-cell specific, HMG-box)",-1.59
55295,KLHL26,kelch-like family member 26,-1.589
95681,CEP41,centrosomal protein 41kDa,-1.588
196913,C14orf183,chromosome 14 open reading frame 183,-1.588
286204,CRB2,crumbs homolog 2 (Drosophila),-1.588
4222,MEOX1,mesenchyme homeobox 1,-1.588
144348,ZNF664,zinc finger protein 664,-1.588
51026,GOLT1B,golgi transport 1B,-1.587
55818,KDM3A,lysine (K)-specific demethylase 3A,-1.587
2660,MSTN,myostatin,-1.587
5187,PER1,period circadian clock 1,-1.587
100306951,PITPNA-AS1,PITPNA antisense RNA 1,-1.587
7728,ZNF175,zinc finger protein 175,-1.587
2729,GCLC,"glutamate-cysteine ligase, catalytic subunit",-1.586
50854,C6orf48,chromosome 6 open reading frame 48,-1.585
5069,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1",-1.584
100131564,LOC100131564,uncharacterized LOC100131564,-1.584
220064,ORAOV1,oral cancer overexpressed 1,-1.583
83595,SOX7,SRY (sex determining region Y)-box 7,-1.583
401431,ATP6V0E2-AS1,ATP6V0E2 antisense RNA 1,-1.582
2135,EXTL2,exostosin-like glycosyltransferase 2,-1.582
101927166,LOC101927166,uncharacterized LOC101927166,-1.582
3298,HSF2,heat shock transcription factor 2,-1.58
10128,LRPPRC,leucine-rich pentatricopeptide repeat containing,-1.58
6878,TAF6,"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa",-1.58
23240,KIAA0922,KIAA0922,-1.579
286097,MICU3,"mitochondrial calcium uptake family, member 3",-1.579
285668,C5orf64,chromosome 5 open reading frame 64,-1.578
2098,ESD,esterase D,-1.577
338651,KRTAP5-AS1,KRTAP5-1/KRTAP5-2 antisense RNA 1,-1.577
7507,XPA,"xeroderma pigmentosum, complementation group A",-1.577
79161,TMEM243,"transmembrane protein 243, mitochondrial",-1.575
25814,ATXN10,ataxin 10,-1.574
340267,COL28A1,"collagen, type XXVIII, alpha 1",-1.572
146395,GSG1L,GSG1-like,-1.572
84265,POLR3GL,polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like,-1.572
6285,S100B,S100 calcium binding protein B,-1.572
10803,CCR9,chemokine (C-C motif) receptor 9,-1.571
317762,CCDC85C,coiled-coil domain containing 85C,-1.571
9512,PMPCB,peptidase (mitochondrial processing) beta,-1.571
260425,MAGI3,"membrane associated guanylate kinase, WW and PDZ domain containing 3",-1.57
26156,RSL1D1,ribosomal L1 domain containing 1,-1.57
101927133,LOC101927133,uncharacterized LOC101927133,-1.569
5898,RALA,v-ral simian leukemia viral oncogene homolog A (ras related),-1.569
101927707,LOC101927707,zinc finger protein 611-like,-1.569
5335,PLCG1,"phospholipase C, gamma 1",-1.568
799,CALCR,calcitonin receptor,-1.567
9994,CASP8AP2,caspase 8 associated protein 2,-1.567
10075,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",-1.567
64376,IKZF5,IKAROS family zinc finger 5 (Pegasus),-1.567
55658,RNF126,ring finger protein 126,-1.567
126661,CCDC163P,"coiled-coil domain containing 163, pseudogene",-1.566
79441,HAUS3,"HAUS augmin-like complex, subunit 3",-1.564
23173,METAP1,methionyl aminopeptidase 1,-1.564
25788,RAD54B,RAD54 homolog B (S. cerevisiae),-1.564
389203,SMIM20,small integral membrane protein 20,-1.564
5680,PSG11,pregnancy specific beta-1-glycoprotein 11,-1.563
283592,FAM181A-AS1,FAM181A antisense RNA 1,-1.562
1653,DDX1,DEAD (Asp-Glu-Ala-Asp) box helicase 1,-1.561
23760,PITPNB,"phosphatidylinositol transfer protein, beta",-1.561
10730,YME1L1,YME1-like 1 ATPase,-1.561
339324,ZNF260,zinc finger protein 260,-1.561
2531,KDSR,3-ketodihydrosphingosine reductase,-1.56
3080,CFHR2,complement factor H-related 2,-1.56
100131825,LOC100131825,uncharacterized LOC100131825,-1.56
55770,EXOC2,exocyst complex component 2,-1.559
64837,KLC2,kinesin light chain 2,-1.559
94104,PAXBP1,PAX3 and PAX7 binding protein 1,-1.558
23369,PUM2,pumilio RNA-binding family member 2,-1.556
1665,DHX15,DEAH (Asp-Glu-Ala-His) box helicase 15,-1.555
9737,GPRASP1,G protein-coupled receptor associated sorting protein 1,-1.555
8820,HESX1,HESX homeobox 1,-1.555
255189,PLA2G4F,"phospholipase A2, group IVF",-1.555
101928739,LOC101928739,uncharacterized LOC101928739,-1.555
338809,C12orf74,chromosome 12 open reading frame 74,-1.554
55619,DOCK10,dedicator of cytokinesis 10,-1.554
55816,DOK5,docking protein 5,-1.554
4609,MYC,v-myc avian myelocytomatosis viral oncogene homolog,-1.554
147837,ZNF563,zinc finger protein 563,-1.554
3178,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,-1.553
100996681,LOC100996681,uncharacterized LOC100996681,-1.553
1008,CDH10,"cadherin 10, type 2 (T2-cadherin)",-1.552
119467,CLRN3,clarin 3,-1.552
9451,EIF2AK3,eukaryotic translation initiation factor 2-alpha kinase 3,-1.552
79991,OBFC1,oligonucleotide/oligosaccharide-binding fold containing 1,-1.552
142686,ASB14,ankyrin repeat and SOCS box containing 14,-1.551
2122,MECOM,MDS1 and EVI1 complex locus,-1.55
64776,C11orf1,chromosome 11 open reading frame 1,-1.549
51669,TMEM66,transmembrane protein 66,-1.549
158431,ZNF782,zinc finger protein 782,-1.549
50509,COL5A3,"collagen, type V, alpha 3",-1.548
6910,TBX5,T-box 5,-1.548
79752,ZFAND1,"zinc finger, AN1-type domain 1",-1.548
54876,DCAF16,DDB1 and CUL4 associated factor 16,-1.547
3714,JAG2,jagged 2,-1.547
6869,TACR1,tachykinin receptor 1,-1.546
54585,LZTFL1,leucine zipper transcription factor-like 1,-1.544
51601,LIPT1,lipoyltransferase 1,-1.544
26775,SNORA72,"small nucleolar RNA, H/ACA box 72",-1.544
101927081,LOC101927081,uncharacterized LOC101927081,-1.544
54963,UCKL1,uridine-cytidine kinase 1-like 1,-1.544
10982,MAPRE2,"microtubule-associated protein, RP/EB family, member 2",-1.543
11034,DSTN,destrin (actin depolymerizing factor),-1.542
54847,SIDT1,"SID1 transmembrane family, member 1",-1.542
340542,BEX5,"brain expressed, X-linked 5",-1.541
1366,CLDN7,claudin 7,-1.541
10223,GPA33,glycoprotein A33 (transmembrane),-1.541
3973,LHCGR,luteinizing hormone/choriogonadotropin receptor,-1.541
54477,PLEKHA5,"pleckstrin homology domain containing, family A member 5",-1.541
26515,TIMM10B,translocase of inner mitochondrial membrane 10 homolog B (yeast),-1.541
10850,CCL27,chemokine (C-C motif) ligand 27,-1.54
5583,PRKCH,"protein kinase C, eta",-1.54
11059,WWP1,WW domain containing E3 ubiquitin protein ligase 1,-1.54
148268,ZNF570,zinc finger protein 570,-1.54
57583,TMEM181,transmembrane protein 181,-1.539
6534,SLC6A7,"solute carrier family 6 (neurotransmitter transporter), member 7",-1.538
51174,TUBD1,"tubulin, delta 1",-1.538
54680,ZNHIT6,"zinc finger, HIT-type containing 6",-1.538
26355,FAM162A,"family with sequence similarity 162, member A",-1.537
9648,GCC2,GRIP and coiled-coil domain containing 2,-1.537
10363,HMG20A,high mobility group 20A,-1.537
84522,JAGN1,jagunal homolog 1 (Drosophila),-1.537
23350,U2SURP,U2 snRNP-associated SURP domain containing,-1.537
101927314,LOC101927314,uncharacterized LOC101927314,-1.537
51018,RRP15,ribosomal RNA processing 15 homolog (S. cerevisiae),-1.536
7031,TFF1,trefoil factor 1,-1.536
83879,CDCA7,cell division cycle associated 7,-1.535
157567,ANKRD46,ankyrin repeat domain 46,-1.534
100507605,LINC00837,long intergenic non-protein coding RNA 837,-1.534
328,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1,-1.533
100131347,LOC100131347,RAD52 motif 1 pseudogene,-1.533
28969,BZW2,basic leucine zipper and W2 domains 2,-1.532
26281,FGF20,fibroblast growth factor 20,-1.532
4249,MGAT5,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",-1.532
51493,RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",-1.532
9465,AKAP7,A kinase (PRKA) anchor protein 7,-1.531
340277,FAM221A,"family with sequence similarity 221, member A",-1.531
441108,C5orf56,chromosome 5 open reading frame 56,-1.53
91057,CCDC34,coiled-coil domain containing 34,-1.53
11321,GPN1,GPN-loop GTPase 1,-1.53
5533,PPP3CC,"protein phosphatase 3, catalytic subunit, gamma isozyme",-1.53
55219,TMEM57,transmembrane protein 57,-1.53
401550,TTLL11-IT1,TTLL11 intronic transcript 1 (non-protein coding),-1.53
56948,SDR39U1,"short chain dehydrogenase/reductase family 39U, member 1",-1.529
81539,SLC38A1,"solute carrier family 38, member 1",-1.529
169981,SPIN3,"spindlin family, member 3",-1.529
220988,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,-1.528
51068,NMD3,NMD3 ribosome export adaptor,-1.528
7302,TYRO3P,TYRO3P protein tyrosine kinase pseudogene,-1.528
147923,ZNF420,zinc finger protein 420,-1.528
3676,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",-1.527
89894,TMEM116,transmembrane protein 116,-1.527
7432,VIP,vasoactive intestinal peptide,-1.527
90799,CEP95,centrosomal protein 95kDa,-1.526
57019,CIAPIN1,cytokine induced apoptosis inhibitor 1,-1.526
79148,MMP28,matrix metallopeptidase 28,-1.526
5701,PSMC2,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",-1.526
51710,ZNF44,zinc finger protein 44,-1.526
90161,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,-1.524
101928518,LOC101928518,uncharacterized LOC101928518,-1.524
140807,KRT72,keratin 72,-1.523
4163,MCC,mutated in colorectal cancers,-1.523
79158,GNPTAB,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits",-1.523
80224,NUBPL,nucleotide binding protein-like,-1.523
79805,VASH2,vasohibin 2,-1.523
114926,SMIM19,small integral membrane protein 19,-1.522
134430,WDR36,WD repeat domain 36,-1.522
10781,ZNF266,zinc finger protein 266,-1.522
577,BAI3,brain-specific angiogenesis inhibitor 3,-1.521
23177,CEP68,centrosomal protein 68kDa,-1.521
64789,EXO5,exonuclease 5,-1.521
6208,RPS14,ribosomal protein S14,-1.521
93594,TBC1D31,"TBC1 domain family, member 31",-1.521
79025,C20orf195,chromosome 20 open reading frame 195,-1.52
153218,SPINK13,"serine peptidase inhibitor, Kazal type 13 (putative)",-1.52
246175,CNOT6L,"CCR4-NOT transcription complex, subunit 6-like",-1.519
5264,PHYH,phytanoyl-CoA 2-hydroxylase,-1.517
1672,DEFB1,"defensin, beta 1",-1.516
137964,AGPAT6,1-acylglycerol-3-phosphate O-acyltransferase 6,-1.515
158,ADSL,adenylosuccinate lyase,-1.515
84707,BEX2,brain expressed X-linked 2,-1.515
8761,PABPC4,"poly(A) binding protein, cytoplasmic 4 (inducible form)",-1.515
10464,PIBF1,progesterone immunomodulatory binding factor 1,-1.515
118980,SFXN2,sideroflexin 2,-1.515
101929504,LOC101929504,uncharacterized LOC101929504,-1.515
83858,ATAD3B,"ATPase family, AAA domain containing 3B",-1.514
9044,BTAF1,"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa",-1.514
94239,H2AFV,"H2A histone family, member V",-1.513
51361,HOOK1,hook microtubule-tethering protein 1,-1.513
3786,KCNQ3,"potassium voltage-gated channel, KQT-like subfamily, member 3",-1.513
6342,SCP2,sterol carrier protein 2,-1.513
6293,VPS52,vacuolar protein sorting 52 homolog (S. cerevisiae),-1.513
169026,SLC30A8,"solute carrier family 30 (zinc transporter), member 8",-1.512
9057,SLC7A6,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6",-1.512
1823,DSC1,desmocollin 1,-1.511
5686,PSMA5,"proteasome (prosome, macropain) subunit, alpha type, 5",-1.511
9063,PIAS2,"protein inhibitor of activated STAT, 2",-1.511
84630,TTBK1,tau tubulin kinase 1,-1.511
79876,UBA5,ubiquitin-like modifier activating enzyme 5,-1.511
388692,LOC388692,uncharacterized LOC388692,-1.511
729291,LOC729291,uncharacterized LOC729291,-1.511
55347,ABHD10,abhydrolase domain containing 10,-1.51
93432,LOC93432,maltase-glucoamylase (alpha-glucosidase) pseudogene,-1.51
5179,PENK,proenkephalin,-1.51
100505515,LOC100505515,uncharacterized LOC100505515,-1.51
8573,CASK,calcium/calmodulin-dependent serine protein kinase (MAGUK family),-1.509
58487,CREBZF,CREB/ATF bZIP transcription factor,-1.509
148823,GCSAML,"germinal center-associated, signaling and motility-like",-1.509
6938,TCF12,transcription factor 12,-1.509
388566,ZNF470,zinc finger protein 470,-1.508
51001,MTERFD1,MTERF domain containing 1,-1.507
196740,VSTM4,V-set and transmembrane domain containing 4,-1.507
51114,ZDHHC9,"zinc finger, DHHC-type containing 9",-1.507
125228,FAM210A,"family with sequence similarity 210, member A",-1.506
2688,GH1,growth hormone 1,-1.506
166785,MMAA,methylmalonic aciduria (cobalamin deficiency) cblA type,-1.506
84725,PLEKHA8,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8",-1.506
23649,POLA2,"polymerase (DNA directed), alpha 2, accessory subunit",-1.506
148189,LINC00662,long intergenic non-protein coding RNA 662,-1.505
10276,NET1,neuroepithelial cell transforming 1,-1.505
5217,PFN2,profilin 2,-1.505
84896,ATAD1,"ATPase family, AAA domain containing 1",-1.504
1073,CFL2,cofilin 2 (muscle),-1.504
4863,NPAT,"nuclear protein, ataxia-telangiectasia locus",-1.504
25842,ASF1A,anti-silencing function 1A histone chaperone,-1.503
378805,LINC-PINT,"long intergenic non-protein coding RNA, p53 induced transcript",-1.503
100272217,LOC100272217,uncharacterized LOC100272217,-1.503
28987,NOB1,NIN1/RPN12 binding protein 1 homolog (S. cerevisiae),-1.501
340152,ZC3H12D,zinc finger CCCH-type containing 12D,-1.501
5727,PTCH1,patched 1,-1.5
79811,SLTM,"SAFB-like, transcription modulator",-1.5
6554,SLC10A1,"solute carrier family 10 (sodium/bile acid cotransporter), member 1",-1.5
55030,FBXO34,F-box protein 34,-1.499
685,BTC,betacellulin,-1.498
8535,CBX4,chromobox homolog 4,-1.497
145645,C15orf43,chromosome 15 open reading frame 43,-1.497
49854,ZBTB21,zinc finger and BTB domain containing 21,-1.497
285025,CCDC141,coiled-coil domain containing 141,-1.496
11260,XPOT,"exportin, tRNA",-1.496
283459,GATC,"glutamyl-tRNA(Gln) amidotransferase, subunit C",-1.495
57562,KIAA1377,KIAA1377,-1.494
6418,SET,SET nuclear oncogene,-1.494
90488,C12orf23,chromosome 12 open reading frame 23,-1.493
285521,COX18,COX18 cytochrome C oxidase assembly factor,-1.493
222643,UNC5CL,unc-5 homolog C (C. elegans)-like,-1.493
165055,CCDC138,coiled-coil domain containing 138,-1.492
4038,LRP4,low density lipoprotein receptor-related protein 4,-1.492
100129196,MATN1-AS1,MATN1 antisense RNA 1,-1.492
66036,MTMR9,myotubularin related protein 9,-1.492
10069,RWDD2B,RWD domain containing 2B,-1.492
126231,ZNF573,zinc finger protein 573,-1.492
10771,ZMYND11,"zinc finger, MYND-type containing 11",-1.492
1357,CPA1,carboxypeptidase A1 (pancreatic),-1.491
3170,FOXA2,forkhead box A2,-1.491
3184,HNRNPD,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",-1.491
101805491,LOC101805491,uncharacterized LOC101805491,-1.491
101927769,LOC101927769,uncharacterized LOC101927769,-1.491
4040,LRP6,low density lipoprotein receptor-related protein 6,-1.49
401612,SLC25A53,"solute carrier family 25, member 53",-1.49
3885,KRT34,keratin 34,-1.489
79064,TMEM223,transmembrane protein 223,-1.489
10717,AP4B1,"adaptor-related protein complex 4, beta 1 subunit",-1.488
2186,BPTF,bromodomain PHD finger transcription factor,-1.488
100996419,LOC100996419,uncharacterized LOC100996419,-1.488
288,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",-1.487
55125,CEP192,centrosomal protein 192kDa,-1.487
100506622,LINC00540,long intergenic non-protein coding RNA 540,-1.487
493861,EID3,EP300 interacting inhibitor of differentiation 3,-1.486
158584,FAAH2,fatty acid amide hydrolase 2,-1.486
221078,NSUN6,"NOP2/Sun domain family, member 6",-1.486
123,PLIN2,perilipin 2,-1.486
79893,GGNBP2,gametogenetin binding protein 2,-1.485
200185,KRTCAP2,keratinocyte associated protein 2,-1.485
55180,LINS,lines homolog (Drosophila),-1.485
23082,PPRC1,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",-1.485
10127,ZNF263,zinc finger protein 263,-1.485
7082,TJP1,tight junction protein 1,-1.484
22897,CEP164,centrosomal protein 164kDa,-1.483
100129361,LOC100129361,chromosome X open reading frame 69-like,-1.483
353299,RGSL1,regulator of G-protein signaling like 1,-1.483
85456,TNKS1BP1,"tankyrase 1 binding protein 1, 182kDa",-1.483
23322,RPGRIP1L,RPGRIP1-like,-1.482
738,VPS51,vacuolar protein sorting 51 homolog (S. cerevisiae),-1.482
9975,NR1D2,"nuclear receptor subfamily 1, group D, member 2",-1.48
27165,GLS2,"glutaminase 2 (liver, mitochondrial)",-1.479
29883,CNOT7,"CCR4-NOT transcription complex, subunit 7",-1.478
56623,INPP5E,"inositol polyphosphate-5-phosphatase, 72 kDa",-1.478
5020,OXT,oxytocin/neurophysin I prepropeptide,-1.478
6666,SOX12,SRY (sex determining region Y)-box 12,-1.478
26123,TCTN3,tectonic family member 3,-1.478
84830,ADTRP,androgen-dependent TFPI-regulating protein,-1.477
140881,DEFB129,"defensin, beta 129",-1.477
